id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2019-0486439;2019-08-06;2019;SD;M;37;LEVE;SD;
LC-2019-0486587;2019-08-06;2019;SD;M;42;LEVE;SD;
LC-2019-0486166;2019-08-06;2019;SD;M;43;LEVE;SD;
LC-2019-0484612;2019-08-06;2019;SD;M;44;LEVE;SD;
LC-2019-0486356;2019-08-06;2019;SD;M;48;LEVE;SD;
LC-2019-0487327;2019-08-06;2019;SD;M;59;LEVE;SD;
LC-2019-0485038;2019-08-06;2019;SD;M;60;LEVE;SD;
LC-2019-0487235;2019-08-06;2019;SD;M;62;LEVE;SD;
LC-2019-0484641;2019-08-06;2019;SD;M;64;LEVE;SD;
LC-2019-0487142;2019-08-06;2019;SD;M;64;LEVE;SD;
LC-2019-0487601;2019-08-06;2019;SD;M;65;LEVE;SD;
LC-2019-0487601;2019-08-06;2019;SD;M;68;LEVE;SD;
LC-2019-0486189;2019-08-06;2019;SD;M;85;LEVE;SD;
LC-2019-0525678;2019-08-06;2019;SD;M;SD;LEVE;SD;
LC-2019-0489290;2019-08-07;2019;SD;M;14;LEVE;SD;
LC-2019-0489969;2019-08-07;2019;SD;M;19;LEVE;SD;
LC-2019-0490459;2019-08-07;2019;SD;M;21;LEVE;SD;
LC-2019-0487731;2019-08-07;2019;SD;M;26;LEVE;SD;
LC-2019-0489869;2019-08-07;2019;SD;M;27;LEVE;SD;
LC-2019-0489331;2019-08-07;2019;SD;M;28;LEVE;SD;
LC-2019-0489719;2019-08-07;2019;SD;M;28;LEVE;SD;
LC-2019-0490041;2019-08-07;2019;SD;M;29;LEVE;SD;
LC-2019-0490067;2019-08-07;2019;SD;M;29;LEVE;SD;
LC-2019-0488089;2019-08-07;2019;SD;M;31;LEVE;SD;
LC-2019-0489964;2019-08-07;2019;SD;M;32;LEVE;SD;
LC-2019-0490281;2019-08-07;2019;SD;M;36;LEVE;SD;
LC-2019-0490306;2019-08-07;2019;SD;M;36;LEVE;SD;
LC-2019-0488264;2019-08-07;2019;SD;M;41;LEVE;SD;
LC-2019-0488264;2019-08-07;2019;SD;M;41;LEVE;SD;
LC-2019-0489696;2019-08-07;2019;SD;M;42;LEVE;SD;
LC-2019-0490281;2019-08-07;2019;SD;M;46;LEVE;SD;
LC-2019-0490187;2019-08-07;2019;SD;M;48;LEVE;SD;
LC-2019-0490491;2019-08-07;2019;SD;M;49;LEVE;SD;
LC-2019-0488874;2019-08-07;2019;SD;M;52;LEVE;SD;
LC-2019-0488531;2019-08-07;2019;SD;M;53;LEVE;SD;
LC-2019-0490281;2019-08-07;2019;SD;M;55;LEVE;SD;
LC-2019-0489696;2019-08-07;2019;SD;M;75;LEVE;SD;
LC-2019-0493469;2019-08-08;2019;MOTO;M;28;GRAVE;SD;
LC-2019-0493198;2019-08-08;2019;SD;M;13;LEVE;SD;
LC-2019-0491074;2019-08-08;2019;SD;M;21;LEVE;SD;
LC-2019-0492790;2019-08-08;2019;SD;M;21;LEVE;SD;
LC-2019-0493285;2019-08-08;2019;SD;M;22;LEVE;SD;
LC-2019-0493208;2019-08-08;2019;SD;M;24;LEVE;SD;
LC-2019-0492424;2019-08-08;2019;SD;M;25;LEVE;SD;
LC-2019-0493186;2019-08-08;2019;SD;M;25;LEVE;SD;
LC-2019-0493474;2019-08-08;2019;SD;M;25;LEVE;SD;
LC-2019-0493539;2019-08-08;2019;SD;M;26;LEVE;SD;
LC-2019-0493439;2019-08-08;2019;SD;M;31;LEVE;SD;
LC-2019-0492235;2019-08-08;2019;SD;M;32;LEVE;SD;
LC-2019-0492919;2019-08-08;2019;SD;M;34;LEVE;SD;
LC-2019-0491502;2019-08-08;2019;SD;M;44;LEVE;SD;
LC-2019-0493278;2019-08-08;2019;SD;M;44;LEVE;SD;
LC-2019-0644788;2019-08-08;2019;SD;M;47;LEVE;SD;
LC-2019-0492227;2019-08-08;2019;SD;M;51;LEVE;SD;
LC-2019-0493108;2019-08-08;2019;SD;M;77;LEVE;SD;
LC-2019-0491823;2019-08-08;2019;SD;M;SD;LEVE;SD;
LC-2019-0492424;2019-08-08;2019;SD;M;SD;LEVE;SD;
LC-2019-0493078;2019-08-08;2019;SD;M;SD;LEVE;SD;
LC-2019-0493214;2019-08-08;2019;SD;M;SD;LEVE;SD;
LC-2019-0495011;2019-08-09;2019;SD;M;4;LEVE;SD;
LC-2019-0496039;2019-08-09;2019;SD;M;22;LEVE;SD;
LC-2019-0493952;2019-08-09;2019;SD;M;24;LEVE;SD;
LC-2019-0496114;2019-08-09;2019;SD;M;24;LEVE;SD;
LC-2019-0495436;2019-08-09;2019;SD;M;28;LEVE;SD;
LC-2019-0496622;2019-08-09;2019;SD;M;29;LEVE;SD;
LC-2019-0000118;2019-08-09;2019;SD;M;31;LEVE;SD;
LC-2019-0493537;2019-08-09;2019;SD;M;31;LEVE;SD;
LC-2019-0493580;2019-08-09;2019;SD;M;31;LEVE;SD;
LC-2019-0494740;2019-08-09;2019;SD;M;36;LEVE;SD;
LC-2019-0513536;2019-08-09;2019;SD;M;37;LEVE;SD;
LC-2019-0494740;2019-08-09;2019;SD;M;42;LEVE;SD;
LC-2019-0496073;2019-08-09;2019;SD;M;48;LEVE;SD;
LC-2019-0496097;2019-08-09;2019;SD;M;51;LEVE;SD;
LC-2019-0495745;2019-08-09;2019;SD;M;52;LEVE;SD;
LC-2019-0495011;2019-08-09;2019;SD;M;55;LEVE;SD;
LC-2019-0495035;2019-08-09;2019;SD;M;62;LEVE;SD;
LC-2019-0495035;2019-08-09;2019;SD;M;64;LEVE;SD;
LC-2019-0493670;2019-08-09;2019;SD;M;66;LEVE;SD;
LC-2019-0493729;2019-08-09;2019;SD;M;SD;LEVE;SD;
LC-2019-0494740;2019-08-09;2019;SD;M;SD;LEVE;SD;
LC-2019-0494807;2019-08-09;2019;SD;M;SD;LEVE;SD;
LC-2019-0494931;2019-08-09;2019;SD;M;SD;LEVE;SD;
LC-2019-0497146;2019-08-10;2019;MOTO;M;45;GRAVE;SD;
LC-2019-0497237;2019-08-10;2019;SD;M;13;LEVE;SD;
LC-2019-0497291;2019-08-10;2019;SD;M;21;LEVE;SD;
LC-2019-0497476;2019-08-10;2019;SD;M;24;LEVE;SD;
LC-2019-0496473;2019-08-10;2019;SD;M;25;LEVE;SD;
LC-2019-0497988;2019-08-10;2019;SD;M;27;LEVE;SD;
LC-2019-0496495;2019-08-10;2019;SD;M;33;LEVE;SD;
LC-2019-0497056;2019-08-10;2019;SD;M;34;LEVE;SD;
LC-2019-0497270;2019-08-10;2019;SD;M;38;LEVE;SD;
LC-2019-0497919;2019-08-10;2019;SD;M;40;LEVE;SD;
LC-2019-0501594;2019-08-10;2019;SD;M;42;LEVE;SD;
LC-2019-0497019;2019-08-10;2019;SD;M;43;LEVE;SD;
LC-2019-0496471;2019-08-10;2019;SD;M;45;LEVE;SD;
LC-2019-0644879;2019-08-10;2019;SD;M;45;LEVE;SD;
LC-2019-0496421;2019-08-10;2019;SD;M;47;LEVE;SD;
LC-2019-0704458;2019-08-11;2019;AUTO;M;15;GRAVE;SD;
LC-2019-0704458;2019-08-11;2019;AUTO;M;52;GRAVE;SD;
LC-2019-0704458;2019-08-11;2019;AUTO;M;40;GRAVE;SD;
LC-2019-0499224;2019-08-11;2019;MOTO;M;22;GRAVE;SD;
LC-2019-0499415;2019-08-11;2019;SD;M;20;LEVE;SD;
LC-2019-0499219;2019-08-11;2019;SD;M;22;LEVE;SD;
LC-2019-0499310;2019-08-11;2019;SD;M;22;LEVE;SD;
LC-2019-0498859;2019-08-11;2019;SD;M;24;LEVE;SD;
LC-2019-0499457;2019-08-11;2019;SD;M;28;LEVE;SD;
LC-2019-0499457;2019-08-11;2019;SD;M;31;LEVE;SD;
LC-2019-0498551;2019-08-11;2019;SD;M;32;LEVE;SD;
LC-2019-0703847;2019-08-11;2019;SD;M;33;LEVE;SD;
LC-2019-0498676;2019-08-11;2019;SD;M;47;LEVE;SD;
LC-2019-0499268;2019-08-11;2019;SD;M;47;LEVE;SD;
LC-2019-0499310;2019-08-11;2019;SD;M;58;LEVE;SD;
LC-2019-0499330;2019-08-11;2019;SD;M;SD;LEVE;SD;
LC-2019-0500597;2019-08-12;2019;SD;M;21;LEVE;SD;
LC-2019-0502104;2019-08-12;2019;SD;M;21;LEVE;SD;
LC-2019-0501260;2019-08-12;2019;SD;M;22;LEVE;SD;
LC-2019-0505508;2019-08-12;2019;SD;M;26;LEVE;SD;
LC-2019-0501328;2019-08-12;2019;SD;M;27;LEVE;SD;
LC-2019-0500659;2019-08-12;2019;SD;M;28;LEVE;SD;
LC-2019-0500531;2019-08-12;2019;SD;M;30;LEVE;SD;
LC-2019-0499642;2019-08-12;2019;SD;M;31;LEVE;SD;
LC-2019-0499675;2019-08-12;2019;SD;M;34;LEVE;SD;
LC-2019-0499805;2019-08-12;2019;SD;M;34;LEVE;SD;
LC-2019-0505398;2019-08-12;2019;SD;M;35;LEVE;SD;
LC-2019-0500874;2019-08-12;2019;SD;M;36;LEVE;SD;
LC-2019-0499684;2019-08-12;2019;SD;M;37;LEVE;SD;
LC-2019-0499942;2019-08-12;2019;SD;M;37;LEVE;SD;
LC-2019-0501282;2019-08-12;2019;SD;M;37;LEVE;SD;
LC-2019-0499805;2019-08-12;2019;SD;M;43;LEVE;SD;
LC-2019-0499676;2019-08-12;2019;SD;M;47;LEVE;SD;
LC-2019-0501740;2019-08-12;2019;SD;M;48;LEVE;SD;
LC-2019-0557266;2019-08-12;2019;SD;M;59;LEVE;SD;
LC-2019-0499964;2019-08-12;2019;SD;M;SD;LEVE;SD;
LC-2019-0501409;2019-08-12;2019;SD;M;SD;LEVE;SD;
LC-2019-0503914;2019-08-12;2019;SD;M;SD;LEVE;SD;
LC-2019-0504053;2019-08-13;2019;SD;M;19;LEVE;SD;
LC-2019-0504025;2019-08-13;2019;SD;M;20;LEVE;SD;
LC-2019-0504843;2019-08-13;2019;SD;M;20;LEVE;SD;
LC-2019-0503438;2019-08-13;2019;SD;M;27;LEVE;SD;
LC-2019-0502978;2019-08-13;2019;SD;M;28;LEVE;SD;
LC-2019-0503360;2019-08-13;2019;SD;M;28;LEVE;SD;
LC-2019-0502507;2019-08-13;2019;SD;M;32;LEVE;SD;
LC-2019-0504068;2019-08-13;2019;SD;M;32;LEVE;SD;
LC-2019-0504590;2019-08-13;2019;SD;M;33;LEVE;SD;
LC-2019-0502761;2019-08-13;2019;SD;M;34;LEVE;SD;
LC-2019-0503254;2019-08-13;2019;SD;M;36;LEVE;SD;
LC-2019-0503430;2019-08-13;2019;SD;M;36;LEVE;SD;
LC-2019-0504608;2019-08-13;2019;SD;M;36;LEVE;SD;
LC-2019-0504337;2019-08-13;2019;SD;M;38;LEVE;SD;
LC-2019-0511910;2019-08-13;2019;SD;M;42;LEVE;SD;
LC-2019-0502749;2019-08-13;2019;SD;M;45;LEVE;SD;
LC-2019-0503697;2019-08-13;2019;SD;M;47;LEVE;SD;
LC-2019-0504713;2019-08-13;2019;SD;M;48;LEVE;SD;
LC-2019-0503248;2019-08-13;2019;SD;M;52;LEVE;SD;
LC-2019-0503421;2019-08-13;2019;SD;M;58;LEVE;SD;
LC-2019-0502463;2019-08-13;2019;SD;M;66;LEVE;SD;
LC-2019-0504140;2019-08-13;2019;SD;M;70;LEVE;SD;
LC-2019-0502570;2019-08-13;2019;SD;M;71;LEVE;SD;
LC-2019-0504590;2019-08-13;2019;SD;M;SD;LEVE;SD;
LC-2019-0507364;2019-08-14;2019;MOTO;M;63;GRAVE;SD;
LC-2019-0509488;2019-08-14;2019;SD;M;14;LEVE;SD;
LC-2019-0507102;2019-08-14;2019;SD;M;22;LEVE;SD;
LC-2019-0505025;2019-08-14;2019;SD;M;22;LEVE;SD;
LC-2019-0507467;2019-08-14;2019;SD;M;28;LEVE;SD;
LC-2019-0507321;2019-08-14;2019;SD;M;30;LEVE;SD;
LC-2019-0507102;2019-08-14;2019;SD;M;32;LEVE;SD;
LC-2019-0507130;2019-08-14;2019;SD;M;42;LEVE;SD;
LC-2019-0507396;2019-08-14;2019;SD;M;60;LEVE;SD;
LC-2019-0507295;2019-08-14;2019;SD;M;61;LEVE;SD;
LC-2019-0506796;2019-08-14;2019;SD;M;64;LEVE;SD;
LC-2019-0505717;2019-08-14;2019;SD;M;69;LEVE;SD;
LC-2019-0505930;2019-08-14;2019;SD;M;SD;LEVE;SD;
LC-2019-0505936;2019-08-14;2019;SD;M;SD;LEVE;SD;
LC-2019-0507026;2019-08-14;2019;SD;M;SD;LEVE;SD;
LC-2019-0509259;2019-08-15;2019;AUTO;M;43;GRAVE;SD;
LC-2019-0507448;2019-08-15;2019;MOTO;M;22;GRAVE;SD;
LC-2019-0509278;2019-08-15;2019;MOTO;M;31;GRAVE;SD;
LC-2019-0509861;2019-08-15;2019;MOTO;M;33;GRAVE;SD;
LC-2019-0509431;2019-08-15;2019;SD;M;18;LEVE;SD;
LC-2019-0507488;2019-08-15;2019;SD;M;23;LEVE;SD;
LC-2019-0507628;2019-08-15;2019;SD;M;24;LEVE;SD;
LC-2019-0507553;2019-08-15;2019;SD;M;24;LEVE;SD;
LC-2019-0508728;2019-08-15;2019;SD;M;24;LEVE;SD;
LC-2019-0509435;2019-08-15;2019;SD;M;24;LEVE;SD;
LC-2019-0511388;2019-08-15;2019;SD;M;24;LEVE;SD;
LC-2019-0509247;2019-08-15;2019;SD;M;25;LEVE;SD;
LC-2019-0507776;2019-08-15;2019;SD;M;27;LEVE;SD;
LC-2019-0507903;2019-08-15;2019;SD;M;28;LEVE;SD;
LC-2019-0508310;2019-08-15;2019;SD;M;28;LEVE;SD;
LC-2019-0509645;2019-08-15;2019;SD;M;31;LEVE;SD;
LC-2019-0507628;2019-08-15;2019;SD;M;33;LEVE;SD;
LC-2019-0507811;2019-08-15;2019;SD;M;34;LEVE;SD;
LC-2019-0509994;2019-08-15;2019;SD;M;34;LEVE;SD;
LC-2019-0509832;2019-08-15;2019;SD;M;36;LEVE;SD;
LC-2019-0508560;2019-08-15;2019;SD;M;37;LEVE;SD;
LC-2019-0508621;2019-08-15;2019;SD;M;39;LEVE;SD;
LC-2019-0508468;2019-08-15;2019;SD;M;58;LEVE;SD;
LC-2019-0508993;2019-08-15;2019;SD;M;66;LEVE;SD;
LC-2019-0509899;2019-08-15;2019;SD;M;SD;LEVE;SD;
LC-2019-0510456;2019-08-16;2019;MOTO;M;21;GRAVE;SD;
LC-2019-0512543;2019-08-16;2019;MOTO;M;36;GRAVE;SD;
LC-2019-0512552;2019-08-16;2019;SD;M;4;LEVE;SD;
LC-2019-0512063;2019-08-16;2019;SD;M;21;LEVE;SD;
LC-2019-0510732;2019-08-16;2019;SD;M;22;LEVE;SD;
LC-2019-0511475;2019-08-16;2019;SD;M;23;LEVE;SD;
LC-2019-0511886;2019-08-16;2019;SD;M;23;LEVE;SD;
LC-2019-0513019;2019-08-16;2019;SD;M;24;LEVE;SD;
LC-2019-0510041;2019-08-16;2019;SD;M;27;LEVE;SD;
LC-2019-0512624;2019-08-16;2019;SD;M;27;LEVE;SD;
LC-2019-0512118;2019-08-16;2019;SD;M;28;LEVE;SD;
LC-2019-0511574;2019-08-16;2019;SD;M;30;LEVE;SD;
LC-2019-0512100;2019-08-16;2019;SD;M;30;LEVE;SD;
LC-2019-0512242;2019-08-16;2019;SD;M;31;LEVE;SD;
LC-2019-0512623;2019-08-16;2019;SD;M;31;LEVE;SD;
LC-2019-0512471;2019-08-16;2019;SD;M;35;LEVE;SD;
LC-2019-0510285;2019-08-16;2019;SD;M;37;LEVE;SD;
LC-2019-0512359;2019-08-16;2019;SD;M;37;LEVE;SD;
LC-2019-0568038;2019-08-16;2019;SD;M;38;LEVE;SD;
LC-2019-0512428;2019-08-16;2019;SD;M;39;LEVE;SD;
LC-2019-0510742;2019-08-16;2019;SD;M;42;LEVE;SD;
LC-2019-0510126;2019-08-16;2019;SD;M;45;LEVE;SD;
LC-2019-0512203;2019-08-16;2019;SD;M;46;LEVE;SD;
LC-2019-0567355;2019-08-16;2019;SD;M;46;LEVE;SD;
LC-2019-0510827;2019-08-16;2019;SD;M;47;LEVE;SD;
LC-2019-0512586;2019-08-16;2019;SD;M;83;LEVE;SD;
LC-2019-0513058;2019-08-17;2019;AUTO;M;32;GRAVE;SD;
LC-2019-0513163;2019-08-17;2019;SD;M;3;LEVE;SD;
LC-2019-0513163;2019-08-17;2019;SD;M;7;LEVE;SD;
LC-2019-0512898;2019-08-17;2019;SD;M;18;LEVE;SD;
LC-2019-0513046;2019-08-17;2019;SD;M;22;LEVE;SD;
LC-2019-0513215;2019-08-17;2019;SD;M;22;LEVE;SD;
LC-2019-0513417;2019-08-17;2019;SD;M;22;LEVE;SD;
LC-2019-0513756;2019-08-17;2019;SD;M;22;LEVE;SD;
LC-2019-0513197;2019-08-17;2019;SD;M;23;LEVE;SD;
LC-2019-0513136;2019-08-17;2019;SD;M;24;LEVE;SD;
LC-2019-0514010;2019-08-17;2019;SD;M;25;LEVE;SD;
LC-2019-0513573;2019-08-17;2019;SD;M;26;LEVE;SD;
LC-2019-0513215;2019-08-17;2019;SD;M;34;LEVE;SD;
LC-2019-0514080;2019-08-17;2019;SD;M;34;LEVE;SD;
LC-2019-0512881;2019-08-17;2019;SD;M;35;LEVE;SD;
LC-2019-0513136;2019-08-17;2019;SD;M;38;LEVE;SD;
LC-2019-0513717;2019-08-17;2019;SD;M;46;LEVE;SD;
LC-2019-0515062;2019-08-18;2019;SD;M;2;LEVE;SD;
LC-2019-0514958;2019-08-18;2019;SD;M;18;LEVE;SD;
LC-2019-0514160;2019-08-18;2019;SD;M;21;LEVE;SD;
LC-2019-0514481;2019-08-18;2019;SD;M;21;LEVE;SD;
LC-2019-0514481;2019-08-18;2019;SD;M;22;LEVE;SD;
LC-2019-0515135;2019-08-18;2019;SD;M;22;LEVE;SD;
LC-2019-0514290;2019-08-18;2019;SD;M;23;LEVE;SD;
LC-2019-0515180;2019-08-18;2019;SD;M;23;LEVE;SD;
LC-2019-0514885;2019-08-18;2019;SD;M;26;LEVE;SD;
LC-2019-0514481;2019-08-18;2019;SD;M;27;LEVE;SD;
LC-2019-0516668;2019-08-18;2019;SD;M;27;LEVE;SD;
LC-2019-0514262;2019-08-18;2019;SD;M;29;LEVE;SD;
LC-2019-0515180;2019-08-18;2019;SD;M;30;LEVE;SD;
LC-2019-0514432;2019-08-18;2019;SD;M;31;LEVE;SD;
LC-2019-0515120;2019-08-18;2019;SD;M;34;LEVE;SD;
LC-2019-0515052;2019-08-18;2019;SD;M;35;LEVE;SD;
LC-2019-0515065;2019-08-18;2019;SD;M;35;LEVE;SD;
LC-2019-0515121;2019-08-18;2019;SD;M;36;LEVE;SD;
LC-2019-0515120;2019-08-18;2019;SD;M;37;LEVE;SD;
LC-2019-0514481;2019-08-18;2019;SD;M;44;LEVE;SD;
LC-2019-0516534;2019-08-18;2019;SD;M;46;LEVE;SD;
LC-2019-0515065;2019-08-18;2019;SD;M;57;LEVE;SD;
LC-2019-0514431;2019-08-18;2019;SD;M;64;LEVE;SD;
LC-2019-0515175;2019-08-18;2019;SD;M;67;LEVE;SD;
LC-2019-0514723;2019-08-18;2019;SD;M;SD;LEVE;SD;
LC-2019-0516541;2019-08-19;2019;SD;M;20;LEVE;SD;
LC-2019-0515417;2019-08-19;2019;SD;M;25;LEVE;SD;
LC-2019-0526760;2019-08-19;2019;SD;M;26;LEVE;SD;
LC-2019-0516438;2019-08-19;2019;SD;M;27;LEVE;SD;
LC-2019-0515595;2019-08-19;2019;SD;M;36;LEVE;SD;
LC-2019-0515537;2019-08-19;2019;SD;M;37;LEVE;SD;
LC-2019-0515968;2019-08-19;2019;SD;M;37;LEVE;SD;
LC-2019-0515557;2019-08-19;2019;SD;M;38;LEVE;SD;
LC-2019-0515747;2019-08-19;2019;SD;M;39;LEVE;SD;
LC-2019-0516153;2019-08-19;2019;SD;M;41;LEVE;SD;
LC-2019-0515422;2019-08-19;2019;SD;M;45;LEVE;SD;
LC-2019-0518095;2019-08-19;2019;SD;M;SD;LEVE;SD;
LC-2019-0519457;2019-08-20;2019;SD;M;18;LEVE;SD;
LC-2019-0518880;2019-08-20;2019;SD;M;20;LEVE;SD;
LC-2019-0518810;2019-08-20;2019;SD;M;21;LEVE;SD;
LC-2019-0516821;2019-08-20;2019;SD;M;22;LEVE;SD;
LC-2019-0518640;2019-08-20;2019;SD;M;22;LEVE;SD;
LC-2019-0601421;2019-08-20;2019;SD;M;27;LEVE;SD;
LC-2019-0521990;2019-08-20;2019;SD;M;29;LEVE;SD;
LC-2019-0518611;2019-08-20;2019;SD;M;36;LEVE;SD;
LC-2019-0518785;2019-08-20;2019;SD;M;39;LEVE;SD;
LC-2019-0519076;2019-08-20;2019;SD;M;40;LEVE;SD;
LC-2019-0518855;2019-08-20;2019;SD;M;41;LEVE;SD;
LC-2019-0518862;2019-08-20;2019;SD;M;44;LEVE;SD;
LC-2019-0517253;2019-08-20;2019;SD;M;46;LEVE;SD;
LC-2019-0519283;2019-08-20;2019;SD;M;54;LEVE;SD;
LC-2019-0517939;2019-08-20;2019;SD;M;65;LEVE;SD;
LC-2019-0518094;2019-08-20;2019;SD;M;72;LEVE;SD;
LC-2019-0519222;2019-08-20;2019;SD;M;SD;LEVE;SD;
LC-2019-0521287;2019-08-21;2019;MOTO;M;64;GRAVE;SD;
LC-2019-0521653;2019-08-21;2019;SD;M;19;LEVE;SD;
LC-2019-0521105;2019-08-21;2019;SD;M;19;LEVE;SD;
LC-2019-0519654;2019-08-21;2019;SD;M;21;LEVE;SD;
LC-2019-0572973;2019-08-21;2019;SD;M;21;LEVE;SD;
LC-2019-0520059;2019-08-21;2019;SD;M;23;LEVE;SD;
LC-2019-0529896;2019-08-21;2019;SD;M;24;LEVE;SD;
LC-2019-0522146;2019-08-21;2019;SD;M;26;LEVE;SD;
LC-2019-0524945;2019-08-21;2019;SD;M;26;LEVE;SD;
LC-2019-0528163;2019-08-21;2019;SD;M;27;LEVE;SD;
LC-2019-0519871;2019-08-21;2019;SD;M;28;LEVE;SD;
LC-2019-0521937;2019-08-21;2019;SD;M;28;LEVE;SD;
LC-2019-0522143;2019-08-21;2019;SD;M;28;LEVE;SD;
LC-2019-0522146;2019-08-21;2019;SD;M;28;LEVE;SD;
LC-2019-0520449;2019-08-21;2019;SD;M;29;LEVE;SD;
LC-2019-0521919;2019-08-21;2019;SD;M;30;LEVE;SD;
LC-2019-0520203;2019-08-21;2019;SD;M;31;LEVE;SD;
LC-2019-0521129;2019-08-21;2019;SD;M;32;LEVE;SD;
LC-2019-0521495;2019-08-21;2019;SD;M;33;LEVE;SD;
LC-2019-0520209;2019-08-21;2019;SD;M;35;LEVE;SD;
LC-2019-0522250;2019-08-21;2019;SD;M;35;LEVE;SD;
LC-2019-0522129;2019-08-21;2019;SD;M;36;LEVE;SD;
LC-2019-0520937;2019-08-21;2019;SD;M;39;LEVE;SD;
LC-2019-0521398;2019-08-21;2019;SD;M;39;LEVE;SD;
LC-2019-0521537;2019-08-21;2019;SD;M;39;LEVE;SD;
LC-2019-0521916;2019-08-21;2019;SD;M;40;LEVE;SD;
LC-2019-0521693;2019-08-21;2019;SD;M;43;LEVE;SD;
LC-2019-0521694;2019-08-21;2019;SD;M;43;LEVE;SD;
LC-2019-0523804;2019-08-21;2019;SD;M;44;LEVE;SD;
LC-2019-0521878;2019-08-21;2019;SD;M;48;LEVE;SD;
LC-2019-0521872;2019-08-21;2019;SD;M;48;LEVE;SD;
LC-2019-0521848;2019-08-21;2019;SD;M;50;LEVE;SD;
LC-2019-0520423;2019-08-21;2019;SD;M;52;LEVE;SD;
LC-2019-0520828;2019-08-21;2019;SD;M;54;LEVE;SD;
LC-2019-0521754;2019-08-21;2019;SD;M;55;LEVE;SD;
LC-2019-0519546;2019-08-21;2019;SD;M;56;LEVE;SD;
LC-2019-0520773;2019-08-21;2019;SD;M;85;LEVE;SD;
LC-2019-0520344;2019-08-21;2019;SD;M;SD;LEVE;SD;
LC-2019-0520828;2019-08-21;2019;SD;M;SD;LEVE;SD;
LC-2019-0523646;2019-08-22;2019;SD;M;18;LEVE;SD;
LC-2019-0524213;2019-08-22;2019;SD;M;22;LEVE;SD;
LC-2019-0522275;2019-08-22;2019;SD;M;23;LEVE;SD;
LC-2019-0524858;2019-08-22;2019;SD;M;23;LEVE;SD;
LC-2019-0524453;2019-08-22;2019;SD;M;25;LEVE;SD;
LC-2019-0524089;2019-08-22;2019;SD;M;27;LEVE;SD;
LC-2019-0525027;2019-08-22;2019;SD;M;28;LEVE;SD;
LC-2019-0523499;2019-08-22;2019;SD;M;29;LEVE;SD;
LC-2019-0524351;2019-08-22;2019;SD;M;37;LEVE;SD;
LC-2019-0524400;2019-08-22;2019;SD;M;39;LEVE;SD;
LC-2019-0522853;2019-08-22;2019;SD;M;40;LEVE;SD;
LC-2019-0538396;2019-08-22;2019;SD;M;43;LEVE;SD;
LC-2019-0522441;2019-08-22;2019;SD;M;45;LEVE;SD;
LC-2019-0523123;2019-08-22;2019;SD;M;49;LEVE;SD;
LC-2019-0524573;2019-08-22;2019;SD;M;51;LEVE;SD;
LC-2019-0523368;2019-08-22;2019;SD;M;82;LEVE;SD;
LC-2019-0523160;2019-08-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0523862;2019-08-22;2019;SD;M;SD;LEVE;SD;
LC-2019-0526886;2019-08-23;2019;SD;M;19;LEVE;SD;
LC-2019-0526442;2019-08-23;2019;SD;M;25;LEVE;SD;
LC-2019-0525596;2019-08-23;2019;SD;M;26;LEVE;SD;
LC-2019-0527809;2019-08-23;2019;SD;M;28;LEVE;SD;
LC-2019-0527083;2019-08-23;2019;SD;M;32;LEVE;SD;
LC-2019-0525497;2019-08-23;2019;SD;M;33;LEVE;SD;
LC-2019-0526098;2019-08-23;2019;SD;M;34;LEVE;SD;
LC-2019-0527293;2019-08-23;2019;SD;M;35;LEVE;SD;
LC-2019-0526402;2019-08-23;2019;SD;M;38;LEVE;SD;
LC-2019-0525497;2019-08-23;2019;SD;M;39;LEVE;SD;
LC-2019-0002588;2019-08-23;2019;SD;M;40;LEVE;SD;
LC-2019-0527666;2019-08-23;2019;SD;M;40;LEVE;SD;
LC-2019-0526986;2019-08-23;2019;SD;M;44;LEVE;SD;
LC-2019-0526957;2019-08-23;2019;SD;M;45;LEVE;SD;
LC-2019-0527390;2019-08-23;2019;SD;M;46;LEVE;SD;
LC-2019-0540445;2019-08-23;2019;SD;M;50;LEVE;SD;
LC-2019-0526442;2019-08-23;2019;SD;M;58;LEVE;SD;
LC-2019-0539947;2019-08-23;2019;SD;M;59;LEVE;SD;
LC-2019-0527832;2019-08-23;2019;SD;M;60;LEVE;SD;
LC-2019-0525494;2019-08-23;2019;SD;M;63;LEVE;SD;
LC-2019-0526343;2019-08-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0527300;2019-08-23;2019;SD;M;SD;LEVE;SD;
LC-2019-0528258;2019-08-24;2019;MOTO;M;26;GRAVE;SD;
LC-2019-0527863;2019-08-24;2019;SD;M;24;LEVE;SD;
LC-2019-0527804;2019-08-24;2019;SD;M;25;LEVE;SD;
LC-2019-0528594;2019-08-24;2019;SD;M;26;LEVE;SD;
LC-2019-0528197;2019-08-24;2019;SD;M;27;LEVE;SD;
LC-2019-0527974;2019-08-24;2019;SD;M;28;LEVE;SD;
LC-2019-0528810;2019-08-24;2019;SD;M;29;LEVE;SD;
LC-2019-0528009;2019-08-24;2019;SD;M;30;LEVE;SD;
LC-2019-0528906;2019-08-24;2019;SD;M;30;LEVE;SD;
