id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2019-0022650;2019-01-11;2019;BICICLETA;F;25;GRAVE;CICLISTA;
LC-2019-0068291;2019-02-01;2019;BICICLETA;F;16;GRAVE;CICLISTA;
LC-2019-0139186;2019-03-06;2019;BICICLETA;F;32;GRAVE;CICLISTA;
LC-2019-0247839;2019-04-21;2019;BICICLETA;F;35;GRAVE;CICLISTA;
LC-2019-0283677;2019-05-07;2019;BICICLETA;F;42;GRAVE;CICLISTA;
LC-2019-0299871;2019-05-14;2019;BICICLETA;F;47;GRAVE;CICLISTA;
HC-2019-0316148;2019-05-21;2019;BICICLETA;F;SD;MORTAL;CICLISTA;2019-5-21
LC-2019-0332408;2019-05-28;2019;BICICLETA;F;44;GRAVE;CICLISTA;
LC-2019-0395977;2019-06-26;2019;BICICLETA;F;38;GRAVE;CICLISTA;
LC-2019-0433224;2019-07-13;2019;BICICLETA;F;47;GRAVE;CICLISTA;
LC-2019-0464558;2019-07-27;2019;BICICLETA;F;33;GRAVE;CICLISTA;
LC-2019-0557329;2019-09-05;2019;BICICLETA;F;SD;GRAVE;CICLISTA;
LC-2019-0557329;2019-09-05;2019;BICICLETA;F;SD;GRAVE;CICLISTA;
LC-2019-0585242;2019-09-16;2019;BICICLETA;F;37;GRAVE;CICLISTA;
HC-2019-0607122;2019-09-27;2019;BICICLETA;F;40;MORTAL;CICLISTA;2019-9-27
LC-2019-0766187;2019-12-03;2019;BICICLETA;F;31;GRAVE;CICLISTA;
LC-2020-0003360;2020-01-02;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0004991;2020-01-03;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0006530;2020-01-04;2020;BICICLETA;F;44;LEVE;CICLISTA;
LC-2020-0014353;2020-01-07;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0015351;2020-01-08;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0016458;2020-01-08;2020;BICICLETA;F;72;LEVE;CICLISTA;
LC-2020-0021881;2020-01-10;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0021828;2020-01-10;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0027260;2020-01-13;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0036958;2020-01-17;2020;BICICLETA;F;32;LEVE;CICLISTA;
LC-2020-0040501;2020-01-20;2020;BICICLETA;F;25;LEVE;CICLISTA;
LC-2020-0044261;2020-01-21;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0052154;2020-01-24;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0049943;2020-01-24;2020;BICICLETA;F;44;LEVE;CICLISTA;
LC-2020-0057129;2020-01-27;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0056047;2020-01-27;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0058549;2020-01-28;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0059474;2020-01-28;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0068444;2020-02-01;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0070202;2020-02-02;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0083974;2020-02-08;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0090656;2020-02-11;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0090691;2020-02-11;2020;BICICLETA;F;42;LEVE;CICLISTA;
LC-2020-0091137;2020-02-12;2020;BICICLETA;F;20;LEVE;CICLISTA;
LC-2020-0093173;2020-02-12;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0100319;2020-02-15;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0101598;2020-02-16;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0107729;2020-02-18;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0111765;2020-02-20;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0112330;2020-02-20;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0112736;2020-02-20;2020;BICICLETA;F;54;LEVE;CICLISTA;
LC-2020-0117143;2020-02-22;2020;BICICLETA;F;54;LEVE;CICLISTA;
LC-2020-0122704;2020-02-26;2020;BICICLETA;F;74;LEVE;CICLISTA;
LC-2020-0125686;2020-02-27;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0127069;2020-02-27;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0127087;2020-02-27;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0130931;2020-02-29;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0132443;2020-03-01;2020;BICICLETA;F;63;LEVE;CICLISTA;
LC-2020-0134997;2020-03-02;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0135603;2020-03-02;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0133911;2020-03-02;2020;BICICLETA;F;38;LEVE;CICLISTA;
LC-2020-0137396;2020-03-03;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0138351;2020-03-03;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0140067;2020-03-04;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0142597;2020-03-05;2020;BICICLETA;F;60;LEVE;CICLISTA;
LC-2020-0148537;2020-03-07;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0149573;2020-03-08;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0152993;2020-03-09;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0154677;2020-03-10;2020;BICICLETA;F;43;LEVE;CICLISTA;
LC-2020-0160262;2020-03-12;2020;BICICLETA;F;38;LEVE;CICLISTA;
LC-2020-0161786;2020-03-13;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0165454;2020-03-14;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0184129;2020-03-30;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0202779;2020-04-18;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0226109;2020-05-04;2020;BICICLETA;F;21;LEVE;CICLISTA;
LC-2020-0238744;2020-05-13;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0243248;2020-05-16;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0246487;2020-05-18;2020;BICICLETA;F;55;LEVE;CICLISTA;
LC-2020-0248531;2020-05-19;2020;BICICLETA;F;48;LEVE;CICLISTA;
LC-2020-0250407;2020-05-20;2020;BICICLETA;F;39;LEVE;CICLISTA;
LC-2020-0253310;2020-05-21;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0255441;2020-05-23;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0255715;2020-05-23;2020;BICICLETA;F;54;LEVE;CICLISTA;
LC-2020-0259296;2020-05-26;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0259296;2020-05-26;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0272104;2020-06-01;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0289893;2020-06-09;2020;BICICLETA;F;33;LEVE;CICLISTA;
LC-2020-0291121;2020-06-10;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0297234;2020-06-13;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0310928;2020-06-16;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0310461;2020-06-16;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0312024;2020-06-16;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0312651;2020-06-17;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0315167;2020-06-18;2020;BICICLETA;F;20;LEVE;CICLISTA;
LC-2020-0315731;2020-06-18;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0362486;2020-06-24;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0364717;2020-06-25;2020;BICICLETA;F;25;GRAVE;CICLISTA;
LC-2020-0368643;2020-06-26;2020;BICICLETA;F;21;LEVE;CICLISTA;
LC-2020-0378574;2020-06-30;2020;BICICLETA;F;21;GRAVE;CICLISTA;
LC-2020-0378365;2020-06-30;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0388842;2020-07-02;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0417335;2020-07-06;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0415176;2020-07-06;2020;BICICLETA;F;25;LEVE;CICLISTA;
LC-2020-0416272;2020-07-06;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0417976;2020-07-07;2020;BICICLETA;F;39;LEVE;CICLISTA;
LC-2020-0420100;2020-07-08;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0423132;2020-07-09;2020;BICICLETA;F;32;LEVE;CICLISTA;
LC-2020-0436136;2020-07-15;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0438343;2020-07-16;2020;BICICLETA;F;45;LEVE;CICLISTA;
LC-2020-0438352;2020-07-16;2020;BICICLETA;F;55;LEVE;CICLISTA;
LC-2020-0440731;2020-07-17;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0440670;2020-07-17;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0440834;2020-07-17;2020;BICICLETA;F;32;LEVE;CICLISTA;
LC-2020-0444072;2020-07-20;2020;BICICLETA;F;4;LEVE;CICLISTA;
LC-2020-0443869;2020-07-20;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0446489;2020-07-21;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0447566;2020-07-22;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0453150;2020-07-27;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0454661;2020-07-28;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0456996;2020-07-29;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0457367;2020-07-29;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0456924;2020-07-29;2020;BICICLETA;F;33;LEVE;CICLISTA;
LC-2020-0460839;2020-08-01;2020;BICICLETA;F;55;LEVE;CICLISTA;
LC-2020-0462941;2020-08-03;2020;BICICLETA;F;25;LEVE;CICLISTA;
LC-2020-0462668;2020-08-03;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0472943;2020-08-10;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0473769;2020-08-11;2020;BICICLETA;F;56;LEVE;CICLISTA;
LC-2020-0478948;2020-08-13;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0479422;2020-08-14;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0481113;2020-08-15;2020;BICICLETA;F;20;LEVE;CICLISTA;
LC-2020-0481909;2020-08-16;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0482563;2020-08-17;2020;BICICLETA;F;21;LEVE;CICLISTA;
LC-2020-0485718;2020-08-19;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0485870;2020-08-19;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0486999;2020-08-20;2020;BICICLETA;F;38;LEVE;CICLISTA;
LC-2020-0489078;2020-08-21;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0490868;2020-08-23;2020;BICICLETA;F;47;LEVE;CICLISTA;
LC-2020-0491867;2020-08-24;2020;BICICLETA;F;46;LEVE;CICLISTA;
LC-2020-0493472;2020-08-25;2020;BICICLETA;F;49;LEVE;CICLISTA;
LC-2020-0496633;2020-08-27;2020;BICICLETA;F;19;LEVE;CICLISTA;
LC-2020-0496715;2020-08-27;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0496090;2020-08-27;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0496896;2020-08-27;2020;BICICLETA;F;39;LEVE;CICLISTA;
LC-2020-0496907;2020-08-27;2020;BICICLETA;F;50;LEVE;CICLISTA;
LC-2020-0498505;2020-08-28;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0498992;2020-08-29;2020;BICICLETA;F;52;LEVE;CICLISTA;
LC-2020-0500345;2020-08-31;2020;BICICLETA;F;38;LEVE;CICLISTA;
LC-2020-0505483;2020-09-03;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0505572;2020-09-03;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0506870;2020-09-04;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0511540;2020-09-08;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0515118;2020-09-10;2020;BICICLETA;F;20;LEVE;CICLISTA;
LC-2020-0516089;2020-09-11;2020;BICICLETA;F;58;LEVE;CICLISTA;
LC-2020-0518497;2020-09-13;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0519559;2020-09-14;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0519707;2020-09-14;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0525165;2020-09-17;2020;BICICLETA;F;54;LEVE;CICLISTA;
LC-2020-0526297;2020-09-18;2020;BICICLETA;F;55;LEVE;CICLISTA;
LC-2020-0527747;2020-09-19;2020;BICICLETA;F;19;LEVE;CICLISTA;
LC-2020-0528422;2020-09-20;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0529462;2020-09-21;2020;BICICLETA;F;17;LEVE;CICLISTA;
LC-2020-0530248;2020-09-21;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0533339;2020-09-23;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0535013;2020-09-24;2020;BICICLETA;F;20;LEVE;CICLISTA;
LC-2020-0536235;2020-09-25;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0536596;2020-09-25;2020;BICICLETA;F;50;LEVE;CICLISTA;
LC-2020-0540952;2020-09-28;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0539605;2020-09-28;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0540776;2020-09-28;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0541023;2020-09-29;2020;BICICLETA;F;45;LEVE;CICLISTA;
LC-2020-0542777;2020-09-29;2020;BICICLETA;F;47;LEVE;CICLISTA;
LC-2020-0542893;2020-09-29;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0545381;2020-10-01;2020;BICICLETA;F;18;LEVE;CICLISTA;
LC-2020-0548730;2020-10-02;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0553123;2020-10-06;2020;BICICLETA;F;18;LEVE;CICLISTA;
LC-2020-0555883;2020-10-07;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0559963;2020-10-10;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0560503;2020-10-10;2020;BICICLETA;F;34;LEVE;CICLISTA;
LC-2020-0563453;2020-10-13;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0565850;2020-10-14;2020;BICICLETA;F;19;LEVE;CICLISTA;
LC-2020-0565554;2020-10-14;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0567382;2020-10-15;2020;BICICLETA;F;14;LEVE;CICLISTA;
LC-2020-0567544;2020-10-15;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0575117;2020-10-21;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0576116;2020-10-21;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0581113;2020-10-25;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0582320;2020-10-26;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0590673;2020-10-31;2020;BICICLETA;F;47;LEVE;CICLISTA;
LC-2020-0591929;2020-11-01;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0594024;2020-11-02;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0593386;2020-11-02;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0595200;2020-11-03;2020;BICICLETA;F;49;LEVE;CICLISTA;
LC-2020-0597069;2020-11-04;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0597591;2020-11-04;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0597132;2020-11-04;2020;BICICLETA;F;45;LEVE;CICLISTA;
LC-2020-0599234;2020-11-05;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0600358;2020-11-06;2020;BICICLETA;F;33;LEVE;CICLISTA;
LC-2020-0600636;2020-11-06;2020;BICICLETA;F;35;LEVE;CICLISTA;
LC-2020-0600097;2020-11-06;2020;BICICLETA;F;51;LEVE;CICLISTA;
LC-2020-0601967;2020-11-07;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0602267;2020-11-07;2020;BICICLETA;F;33;LEVE;CICLISTA;
LC-2020-0602179;2020-11-07;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0601610;2020-11-07;2020;BICICLETA;F;56;LEVE;CICLISTA;
LC-2020-0603762;2020-11-09;2020;BICICLETA;F;22;LEVE;CICLISTA;
LC-2020-0603563;2020-11-09;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0605529;2020-11-10;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0606068;2020-11-10;2020;BICICLETA;F;56;LEVE;CICLISTA;
LC-2020-0605703;2020-11-10;2020;BICICLETA;F;60;LEVE;CICLISTA;
LC-2020-0608155;2020-11-11;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0609413;2020-11-12;2020;BICICLETA;F;24;LEVE;CICLISTA;
LC-2020-0609468;2020-11-12;2020;BICICLETA;F;25;LEVE;CICLISTA;
LC-2020-0609524;2020-11-12;2020;BICICLETA;F;58;LEVE;CICLISTA;
LC-2020-0612678;2020-11-13;2020;BICICLETA;F;21;LEVE;CICLISTA;
LC-2020-0612691;2020-11-13;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0613872;2020-11-14;2020;BICICLETA;F;38;LEVE;CICLISTA;
LC-2020-0614789;2020-11-15;2020;BICICLETA;F;18;LEVE;CICLISTA;
LC-2020-0615183;2020-11-15;2020;BICICLETA;F;40;LEVE;CICLISTA;
LC-2020-0616113;2020-11-16;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0616318;2020-11-16;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0616610;2020-11-16;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0616610;2020-11-16;2020;BICICLETA;F;39;LEVE;CICLISTA;
LC-2020-0618260;2020-11-17;2020;BICICLETA;F;25;LEVE;CICLISTA;
LC-2020-0621123;2020-11-19;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0623467;2020-11-20;2020;BICICLETA;F;15;LEVE;CICLISTA;
LC-2020-0621936;2020-11-20;2020;BICICLETA;F;46;LEVE;CICLISTA;
LC-2020-0622945;2020-11-20;2020;BICICLETA;F;52;LEVE;CICLISTA;
LC-2020-0624395;2020-11-21;2020;BICICLETA;F;29;LEVE;CICLISTA;
LC-2020-0629103;2020-11-25;2020;BICICLETA;F;26;LEVE;CICLISTA;
LC-2020-0629795;2020-11-25;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0629449;2020-11-25;2020;BICICLETA;F;56;LEVE;CICLISTA;
LC-2020-0631593;2020-11-26;2020;BICICLETA;F;32;LEVE;CICLISTA;
LC-2020-0631438;2020-11-26;2020;BICICLETA;F;37;LEVE;CICLISTA;
LC-2020-0633710;2020-11-28;2020;BICICLETA;F;27;LEVE;CICLISTA;
LC-2020-0636007;2020-11-30;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0637572;2020-11-30;2020;BICICLETA;F;42;LEVE;CICLISTA;
LC-2020-0638562;2020-12-01;2020;BICICLETA;F;36;LEVE;CICLISTA;
LC-2020-0644582;2020-12-05;2020;BICICLETA;F;21;LEVE;CICLISTA;
LC-2020-0645378;2020-12-05;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0645968;2020-12-06;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0647529;2020-12-08;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0651083;2020-12-10;2020;BICICLETA;F;41;LEVE;CICLISTA;
LC-2020-0656468;2020-12-14;2020;BICICLETA;F;23;LEVE;CICLISTA;
LC-2020-0662116;2020-12-16;2020;BICICLETA;F;30;LEVE;CICLISTA;
LC-2020-0660735;2020-12-16;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0660892;2020-12-16;2020;BICICLETA;F;72;LEVE;CICLISTA;
LC-2020-0667058;2020-12-19;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0673186;2020-12-23;2020;BICICLETA;F;31;LEVE;CICLISTA;
LC-2020-0672874;2020-12-23;2020;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2020-0674774;2020-12-24;2020;BICICLETA;F;30;GRAVE;CICLISTA;
LC-2020-0674761;2020-12-24;2020;BICICLETA;F;28;LEVE;CICLISTA;
LC-2020-0679419;2020-12-28;2020;BICICLETA;F;22;GRAVE;CICLISTA;
LC-2020-0679866;2020-12-28;2020;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0001328;2021-01-02;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0001891;2021-01-03;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0004670;2021-01-04;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0003610;2021-01-04;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0011126;2021-01-08;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0010494;2021-01-08;2021;BICICLETA;F;43;LEVE;CICLISTA;
LC-2021-0010725;2021-01-08;2021;BICICLETA;F;59;LEVE;CICLISTA;
LC-2021-0013004;2021-01-09;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0012240;2021-01-09;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0012944;2021-01-09;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0018485;2021-01-09;2021;BICICLETA;F;58;LEVE;CICLISTA;
LC-2021-0015635;2021-01-11;2021;BICICLETA;F;8;LEVE;CICLISTA;
LC-2021-0038496;2021-01-11;2021;BICICLETA;F;62;LEVE;CICLISTA;
LC-2021-0020213;2021-01-13;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0019601;2021-01-14;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0020097;2021-01-14;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0022273;2021-01-15;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0039608;2021-01-15;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0022193;2021-01-15;2021;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2021-0024389;2021-01-17;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0038216;2021-01-18;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0025309;2021-01-18;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0028772;2021-01-20;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0033079;2021-01-22;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0032508;2021-01-22;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0033209;2021-01-22;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0034099;2021-01-23;2021;BICICLETA;F;18;LEVE;CICLISTA;
LC-2021-0036776;2021-01-25;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0039126;2021-01-27;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0039558;2021-01-27;2021;BICICLETA;F;57;LEVE;CICLISTA;
LC-2021-0041333;2021-01-28;2021;BICICLETA;F;60;GRAVE;CICLISTA;
LC-2021-0046446;2021-02-01;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0050034;2021-02-03;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0052999;2021-02-05;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0058179;2021-02-08;2021;BICICLETA;F;19;LEVE;CICLISTA;
LC-2021-0058129;2021-02-08;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0061647;2021-02-10;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0061562;2021-02-10;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0063495;2021-02-11;2021;BICICLETA;F;17;LEVE;CICLISTA;
LC-2021-0073619;2021-02-11;2021;BICICLETA;F;24;LEVE;CICLISTA;
LC-2021-0064346;2021-02-12;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0067732;2021-02-14;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0067415;2021-02-14;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0071942;2021-02-17;2021;BICICLETA;F;19;LEVE;CICLISTA;
LC-2021-0071223;2021-02-17;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0070687;2021-02-17;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0076668;2021-02-17;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0072440;2021-02-18;2021;BICICLETA;F;23;GRAVE;CICLISTA;
LC-2021-0073375;2021-02-18;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0081830;2021-02-20;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0076693;2021-02-20;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0076975;2021-02-20;2021;BICICLETA;F;38;LEVE;CICLISTA;
LC-2021-0075918;2021-02-20;2021;BICICLETA;F;58;LEVE;CICLISTA;
LC-2021-0081833;2021-02-23;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0080951;2021-02-23;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0084021;2021-02-24;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0084805;2021-02-25;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0091351;2021-02-25;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0084867;2021-02-25;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0086169;2021-02-25;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0085352;2021-02-25;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0087612;2021-02-26;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0087107;2021-02-26;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0089025;2021-02-27;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0089025;2021-02-27;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0090343;2021-02-28;2021;BICICLETA;F;18;LEVE;CICLISTA;
LC-2021-0090590;2021-02-28;2021;BICICLETA;F;32;LEVE;CICLISTA;
